Seq Crs View,Fac,Subj,Crs Num,Rub Var,Cred Weight,Fee Weight,MET Weight,Lang,Acad Year,Session,Period Fac,Per,Course Title,Resp Fac,Resp Unit,Pre-req,Is Pre-req,Enf Pre-req,Sect,Lang Sect,Enr Count Sect,Max Enr Sect,Targ Enr Sect,Resp Fac Sect,Resp Unit Sect,Inst,Grp,Freq,Campus,Lang Meet,Enr Count,Max Enr,Targ Enr,Day,Hour,Dur.,Book Prio,Building,Room,Room Capacity,Assoc Crs Fees,Course Dir,Section Dir,Instructor,Seqmeeting
308621,LE,CSSD,2104,,2,2,2,EN,2025,FW,LE,M4,Programming in C,LE,EECS,Y,N,N,A,EN,76,96,96,LE,EECS,LAB,3,W,MA,EN,0,0,0,T,15:30,110,1,MK,4000,32,,Course Director:,Section Director: 102118980  Schroeder Jonatan,Meet Instructor:,893437
308622,LE,CSSD,2105,,1,1,1,EN,2025,FW,LE,M5,Programming in Assembly,LE,EECS,Y,N,N,A,EN,74,96,96,LE,EECS,LECT,1,W,MA,EN,74,96,96,T,14:30,50,,MK,4070,137,,Course Director:,Section Director: 102118980  Schroeder Jonatan,Meet Instructor: 102118980  Schroeder Jonatan,893447
308622,LE,CSSD,2105,,1,1,1,EN,2025,FW,LE,M5,Programming in Assembly,LE,EECS,Y,N,N,A,EN,74,96,96,LE,EECS,LAB,1,W,MA,EN,37,48,48,T,15:30,110,,MK,4005,48,,Course Director:,Section Director: 102118980  Schroeder Jonatan,Meet Instructor:,893441
308622,LE,CSSD,2105,,1,1,1,EN,2025,FW,LE,M5,Programming in Assembly,LE,EECS,Y,N,N,A,EN,74,96,96,LE,EECS,LAB,2,W,MA,EN,37,48,48,T,15:30,110,,MK,4010,48,,Course Director:,Section Director: 102118980  Schroeder Jonatan,Meet Instructor:,893443
308622,LE,CSSD,2105,,1,1,1,EN,2025,FW,LE,M5,Programming in Assembly,LE,EECS,Y,N,N,A,EN,74,96,96,LE,EECS,LAB,3,W,MA,EN,0,0,0,T,15:30,110,1,MK,4000,32,,Course Director:,Section Director: 102118980  Schroeder Jonatan,Meet Instructor:,893445
308623,LE,CSSD,2106,,0.5,0.5,0.5,EN,2025,FW,LE,M6,"Testing, Debugging & Profiling C Code",LE,EECS,Y,N,N,A,EN,76,96,96,LE,EECS,LECT,1,W,MA,EN,76,96,96,T,14:30,50,,MK,4070,137,,Course Director:,Section Director: 102118980  Schroeder Jonatan,Meet Instructor: 102118980  Schroeder Jonatan,893455
308623,LE,CSSD,2106,,0.5,0.5,0.5,EN,2025,FW,LE,M6,"Testing, Debugging & Profiling C Code",LE,EECS,Y,N,N,A,EN,76,96,96,LE,EECS,LAB,1,W,MA,EN,37,48,48,T,15:30,110,,MK,4005,48,,Course Director:,Section Director: 102118980  Schroeder Jonatan,Meet Instructor:,893449
308623,LE,CSSD,2106,,0.5,0.5,0.5,EN,2025,FW,LE,M6,"Testing, Debugging & Profiling C Code",LE,EECS,Y,N,N,A,EN,76,96,96,LE,EECS,LAB,2,W,MA,EN,39,48,48,T,15:30,110,,MK,4010,48,,Course Director:,Section Director: 102118980  Schroeder Jonatan,Meet Instructor:,893451
308623,LE,CSSD,2106,,0.5,0.5,0.5,EN,2025,FW,LE,M6,"Testing, Debugging & Profiling C Code",LE,EECS,Y,N,N,A,EN,76,96,96,LE,EECS,LAB,3,W,MA,EN,0,0,0,T,15:30,110,1,MK,4000,32,,Course Director:,Section Director: 102118980  Schroeder Jonatan,Meet Instructor:,893453
304619,LE,DIGT,1101,,4,4,4,EN,2025,FW,LE,F,Introduction to Computational Problem Solving,LE,EECS,N,Y,N,A,EN,23,28,28,LE,EECS,LAB,1,M,MA,EN,23,28,28,T,14:30,170,2,,,,,Course Director:,Section Director: 102118980  Schroeder Jonatan,Meet Instructor:,893269
307684,LE,DIGT,2107,,3,3,3,EN,2025,FW,LE,FS,Practice of Software Development,LE,EECS,Y,Y,N,A,EN,14,15,15,LE,EECS,BLEN,1,M,MA,EN,14,15,15,T,13:30,50,2,,,,,Course Director:,Section Director: 102122087  Haidar May,Meet Instructor: 102122087  Haidar May,893299
307684,LE,DIGT,2107,,3,3,3,EN,2025,FW,LE,FS,Practice of Software Development,LE,EECS,Y,Y,N,A,EN,14,15,15,LE,EECS,LAB,1,M,MA,EN,14,15,15,T,14:30,110,2,,,,,Course Director:,Section Director: 102122087  Haidar May,Meet Instructor:,893300
309794,LE,DIGT,3101,,3,3,3,EN,2025,FW,LE,FS,Software Development Lifecycle,LE,EECS,Y,N,N,A,EN,15,20,20,LE,EECS,LAB,1,M,MA,EN,15,20,20,T,14:00,110,,,,,,Course Director:,Section Director: 102122087  Haidar May,Meet Instructor:,893314
309787,LE,DIGT,3131,,3,3,3,EN,2025,FW,LE,Y,Introduction to Machine Learning I,LE,EECS,Y,N,N,A,EN,3,20,20,LE,EECS,LAB,1,M,MA,EN,3,20,20,T,16:00,110,2,,,,,Course Director:,Section Director: 102111441  Vashisth Pooja,Meet Instructor:,893328
309790,LE,DIGT,3141,,3,3,3,EN,2025,FW,LE,Y,Software I: Software Design and Architecture,LE,EECS,Y,N,N,A,EN,8,20,20,LE,EECS,BLEN,1,M,MA,EN,8,20,20,T,11:00,110,,,,,,Course Director:,Section Director: 102088871  Fokaefs Marios,Meet Instructor: 102088871  Fokaefs Marios,893331
309790,LE,DIGT,3141,,3,3,3,EN,2025,FW,LE,Y,Software I: Software Design and Architecture,LE,EECS,Y,N,N,A,EN,8,20,20,LE,EECS,LAB,1,M,MA,EN,8,20,20,T,16:00,110,2,,,,,Course Director:,Section Director: 102088871  Fokaefs Marios,Meet Instructor:,893333
309800,LE,DIGT,3171,,9,9,9,EN,2025,FW,LE,FS,Digital Technologies Project,LE,EECS,Y,N,N,A,EN,15,20,20,LE,EECS,BLEN,1,M,MA,EN,15,20,20,T,9:00,110,,,,,,Course Director:,Section Director: 102122394  Qin Meiying,Meet Instructor: 102122394  Qin Meiying,893336
309799,LE,DIGT,3221,,3,3,3,EN,2025,FW,LE,Y,Security by Design,LE,EECS,Y,N,N,A,EN,4,20,20,LE,EECS,LAB,1,M,MA,EN,4,20,20,T,16:00,110,2,,,,,Course Director:,Section Director: 102031586  Mohaghegh Navid,Meet Instructor:,893344
305982,LE,EECS,1011,,3,3,3,EN,2025,FW,LE,F,Computational Thinking Through Procedural Programming and Mechatronics,LE,EECS,Y,Y,N,I,EN,82,120,120,LE,EECS,LAB,4,W,MA,EN,6,24,24,T,10:30,170,,MK,4025,50,,Course Director:,Section Director: 102093820  Zhuang Kai,Meet Instructor:,882633
305982,LE,EECS,1011,,3,3,3,EN,2025,FW,LE,F,Computational Thinking Through Procedural Programming and Mechatronics,LE,EECS,Y,Y,N,I,EN,82,120,120,LE,EECS,LAB,5,W,MA,EN,6,24,24,T,10:30,170,,MK,5035,25,,Course Director:,Section Director: 102093820  Zhuang Kai,Meet Instructor:,898946
293894,SC,BIOL,1000,,3,3,3,EN,2025,FW,SC,F,"Biology I - Cells, Molecular Biology and Genetics",SC,BIOL,N,Y,N,E,EN,19,48,48,SC,BIOL,LAB,1,W,MA,EN,0,0,0,T,14:30,170,1,,,,,Course Director:,Section Director: 102116694  Atallah Jade,Meet Instructor:,866036
309523,SC,MATH,1013,,3,3,3,EN,2025,FW,SC,F,Applied Calculus I,SC,MATH,N,Y,N,I,EN,93,135,135,SC,MATH,LECT,1,W,MA,EN,93,135,135,T,9:00,80,9,MK,4070,137,,Course Director:,Section Director: 102116696  Yang Jihyeon Jessie,Meet Instructor: 102116696  Yang Jihyeon Jessie,866070
309523,SC,MATH,1013,,3,3,3,EN,2025,FW,SC,F,Applied Calculus I,SC,MATH,N,Y,N,J,EN,0,0,0,SC,MATH,LECT,1,W,MA,EN,0,0,0,T,9:00,80,1,,,,,Course Director:,Section Director:,Meet Instructor:,866073
309704,SC,MATH,1516,,3,3,3,EN,2025,FW,SC,F,General Mathematics for Software Development,SC,MATH,N,N,N,A,EN,49,96,96,SC,MATH,LECT,1,W,MA,EN,49,96,96,T,15:00,80,2,MK,2055,100,,Course Director:,Section Director: 102116696  Yang Jihyeon Jessie,Meet Instructor: 102116696  Yang Jihyeon Jessie,891027
309704,SC,MATH,1516,,3,3,3,EN,2025,FW,SC,F,General Mathematics for Software Development,SC,MATH,N,N,N,B,EN,24,28,28,SC,MATH,BLEN,1,W,MA,EN,24,28,28,T,10:30,80,2,MK,5000,48,,Course Director:,Section Director: 102116696  Yang Jihyeon Jessie,Meet Instructor: 102116696  Yang Jihyeon Jessie,891025
295937,SC,MATH,2280,,3,3,3,EN,2025,FW,SC,F,The Mathematical Theory of Interest,SC,MATH,N,Y,N,B,EN,7,35,35,SC,MATH,LECT,1,W,MA,EN,7,35,35,T,14:30,170,2,MK,4040,50,,Course Director:,Section Director: 102026804  Ku Hyejin,Meet Instructor: 102026804  Ku Hyejin,889522
306745,SC,NATS,1765,,6,6,6,EN,2025,FW,SC,Y,"Science, Experts and Citizens",SC,NATS,N,N,N,A,EN,30,50,50,SC,NATS,LECT,1,W,MA,EN,30,50,50,T,19:00,170,9,MK,5070,50,,Course Director:,Section Director: 102058295  Cope Angela,Meet Instructor: 102058295  Cope Angela,872177
301203,SC,PHYS,1421,,3,3,3,EN,2025,FW,SC,F,Physics with Life Science Applications 1,SC,PHYS,N,N,N,B,EN,1,48,48,SC,PHYS,TUTR,1,W,MA,EN,1,48,48,T,13:30,50,9,MK,5070,50,,Course Director:,Section Director: 102014841  Orchard Gloria,Meet Instructor: 102014841  Orchard Gloria,866095
301203,SC,PHYS,1421,,3,3,3,EN,2025,FW,SC,F,Physics with Life Science Applications 1,SC,PHYS,N,N,N,B,EN,1,48,48,SC,PHYS,LAB,2,W,MA,EN,0,24,24,T,14:30,170,1,MK,6035,24,,Course Director:,Section Director: 102014841  Orchard Gloria,Meet Instructor:,866090
